instance,source,domain,stratum,declared_result,distinct_definite_answers,modes_solved,modes_run,answer_A_cadical,answer_B_kissat,answer_C_lkk_cadical,answer_D_lkk_kissat,answer_E_lkk_selector,conflicting_answers,disagrees_with_declared,passed
flat100-54.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-55.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-56.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-57.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-58.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-59.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-60.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-61.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-62.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-63.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-64.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-65.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-66.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-68.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-69.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-7.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-70.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-72.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-74.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-75.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-76.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-77.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-78.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-79.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-8.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-80.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-81.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-82.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-83.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-84.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-85.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-86.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-87.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-88.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-89.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-9.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-91.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-92.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-93.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-94.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-95.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-96.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-97.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat100-98.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-10.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-100.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-11.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-12.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-13.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-15.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-16.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-17.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-18.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-2.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-20.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-21.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-22.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-25.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-26.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-27.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-28.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-29.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-3.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-30.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-32.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-33.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-34.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-35.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-37.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-38.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-39.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-4.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-43.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-44.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-45.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-46.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-47.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-48.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-49.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-5.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-51.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-52.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-53.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-54.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-55.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-56.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-57.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-58.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-59.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-62.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-63.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-64.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-65.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-66.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-67.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-69.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-7.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-71.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-72.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-73.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-75.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-76.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-79.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-8.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-80.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-82.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-83.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-84.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-86.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-87.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-88.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-89.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-9.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-90.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-91.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-92.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-93.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-97.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-98.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat200-99.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-1.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-10.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-100.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-11.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-13.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-15.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-16.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-17.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-18.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-19.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-2.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-20.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-21.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-22.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-24.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-25.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-26.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-27.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-29.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-3.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-31.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-32.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-33.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
